               epoch,      train/box_loss,      train/obj_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,               x/lr0,               x/lr1,               x/lr2
232,0.042011,0.061609,0.93936,0.83127,0.92975,0.59676,0.040977,0.074928,0.0008524,0.0008524,0.0008524
233,0.035752,0.054044,0.93956,0.83419,0.92933,0.59438,0.040863,0.074844,0.0008128,0.0008128,0.0008128
234,0.036166,0.056795,0.93956,0.83419,0.92933,0.59438,0.040863,0.074844,0.0007732,0.0007732,0.0007732
235,0.039345,0.053669,0.93981,0.83785,0.93079,0.59327,0.040933,0.074829,0.0007336,0.0007336,0.0007336
236,0.036543,0.049968,0.93981,0.83785,0.93079,0.59327,0.040933,0.074829,0.000694,0.000694,0.000694
237,0.040001,0.057941,0.93966,0.83567,0.93022,0.59613,0.040933,0.074821,0.0006544,0.0006544,0.0006544
238,0.037531,0.053367,0.93966,0.83567,0.93022,0.59613,0.040933,0.074821,0.0006148,0.0006148,0.0006148
239,0.038214,0.05211,0.9399,0.8392,0.93141,0.59626,0.041061,0.074806,0.0005752,0.0005752,0.0005752
240,0.039996,0.061804,0.9399,0.8392,0.93141,0.59626,0.041061,0.074806,0.0005356,0.0005356,0.0005356
241,0.038971,0.056505,0.93992,0.83944,0.93073,0.59555,0.041027,0.074844,0.000496,0.000496,0.000496
242,0.038359,0.054664,0.93992,0.83944,0.93073,0.59555,0.041027,0.074844,0.0004564,0.0004564,0.0004564
243,0.037185,0.055916,0.93979,0.83751,0.93124,0.59681,0.040986,0.074837,0.0004168,0.0004168,0.0004168
244,0.039946,0.053492,0.93979,0.83751,0.93124,0.59681,0.040986,0.074837,0.0003772,0.0003772,0.0003772
245,0.034299,0.0486,0.93986,0.83862,0.93455,0.60044,0.040936,0.074738,0.0003376,0.0003376,0.0003376
246,0.038309,0.05396,0.93986,0.83862,0.93455,0.60044,0.040936,0.074738,0.000298,0.000298,0.000298
247,0.042212,0.055372,0.93435,0.83314,0.93049,0.60127,0.040954,0.074745,0.0002584,0.0002584,0.0002584
248,0.041214,0.05031,0.93435,0.83314,0.93049,0.60127,0.040954,0.074745,0.0002188,0.0002188,0.0002188
249,0.036702,0.058947,0.93428,0.8322,0.93034,0.5997,0.040926,0.074669,0.0001792,0.0001792,0.0001792
